account_id,customer_name,date_of_birth,postcode,region,creditor,debt_type,original_balance,current_balance,interest_rate_pct,default_date,account_status,vulnerability_flag,dsar_requested,marketing_consent,assigned_agent
DC100706,Gemma Walker,31/03/1991,RM8P 3LE,Wales,Yorkshire Utilities Group,Council Tax,2319.88,2319.88,17.87,2025-07-24,In arrangement,None,N,N,Gregory N.
DC101178,Martin Foster,1988-04-01,DL35 6LJ,Wales,Pinnacle Retail Finance,Overdraft,6531.04,5486.72,23.78,2024-03-14,Open,None,N,N,Gregory S.
DC100613,Damien Townsend,05-10-1943,OL7 6UZ,Scotland,Kestrel Bank,Utility Arrears,14239.96,12481.41,29.43,09/08/2024,Open,None,N,N,Wayne C.
DC100772,Charles Holland,1965-07-23,B9 2GU,London,Aurora Credit Ltd,Catalogue Debt,9639.49,9639.49,3.39,2023-01-12,Open,Bereavement,N,Y,Bradley M.
DC100163,Alex Jarvis,10/12/1998,ML51 1GF,North East,Kestrel Bank,Mobile Phone Contract,4875.52,932.17,7.12,2026-03-27,In Arrangement,None,N,Y,Lesley T.
DC100220,Colin Elliott,1971-11-24,WD1 3SH,East Anglia,Aurora Credit Ltd,Overdraft,7309.53,1690.9,14.27,28/04/2025,Written Off,Mental Health,N,N,Olivia P.
DC100271,Martyn Reynolds,02/02/2003,PR9V 1SF,North East,Hallgate Bank,Overdraft,8220.99,8173.71,17.98,2022-10-08,Open,None,Y,N,Sean S.
DC100828,Alison Parsons,07/10/1948,KY3 6WS,North West,Vantage Home Finance,Utility Arrears,7044.19,5600.72,,2024-11-16,On Hold,None,N,N,Natasha S.
DC100807,Abigail James,09/11/1968,BS3X 6PT,London,Yorkshire Utilities Group,Council Tax,10370.62,9981.3,22.87,2024-08-17,Open,None,N,N,Shaun G.
DC101084,Gillian Evans,22/11/1962,NG3H 3YH,Wales,Yorkshire Utilities Group,Utility Arrears,11759.28,11759.28,25.57,13/04/2024,Written Off,None,N,Y,Katy L.
DC100373,Barbara Carroll,1953-03-24,EC4Y 3GR,,Hallgate Bank,Utility Arrears,6655.94,3277.15,21.62,2022-10-24,In Arrangement,Mental Health,N,Y,Timothy G.
DC100981,Norman Coles,03-01-1955,SM1R 3LP,South East,Meridian Telecom,Overdraft,3393.25,3159.85,2.17,06-02-2023,In Arrangement,None,N,N,Bryan C.
DC101147,Glenn Cooper,1954-11-24,W9K 7BU,South East,Vantage Home Finance,Utility Arrears,2522.57,540.07,,26/05/2024,Open,Mental Health,N,Y,Stanley P.
DC100198,Barry Rogers,29/03/2005,S5H 6ZF,,Meridian Telecom,Rent Arrears,4937.36,4367.56,25.33,2024-01-09,Disputed,None,N,N,Clifford P.
DC100104,Jordan Quinn,2007-08-31,M32 4PE,Midlands,Hallgate Bank,Mobile Phone Contract,13754.54,9696.43,16.42,2022-12-08,Open,None,N,N,Thomas S.
DC101033,Steven Wilson,04/04/2005,CM92 7FL,South West,Meridian Telecom,Council Tax,1714.69,1714.69,23.6,09/04/2023,Closed,None,N,N,Toby B.
DC100229,Kim Wright,24-08-1976,HD2 9SQ,South East,Vantage Home Finance,Mobile Phone Contract,7466.07,7416.62,29.46,2026-07-21,OPEN,None,N,N,Janice R.
DC101163,Jacob Griffin,10/06/1943,LL5 8ZP,London,Northbridge Finance,Utility Arrears,312.59,312.59,0.7,2023-10-22,Open,None,N,Y,Mohammad D.
DC101139,Craig Anderson,1971-10-01,N58 5QS,Scotland,Vantage Home Finance,Store Card,13901.6,600.21,24.41,2024-07-28,Open,None,N,Y,Clive J.
DC100949,Mohammed Preston,01/04/2001,L9U 2PB,North West,Vantage Home Finance,Overdraft,11137.59,11137.59,6.01,2026-07-03,Open,None,N,Y,George G.
DC100687,Clive Smith,01/04/1972,NW97 5FU,London,Kestrel Bank,Overdraft,14756.94,4712.92,7.35,2024-07-01,In Arrangement,None,N,N,Dominic N.
DC100213,Lydia Hughes,1989-01-04,E90 4BL,Yorkshire,Yorkshire Utilities Group,Utility Arrears,12878.89,11154.65,4.2,2024-06-17,Open,None,N,N,Eric P.
DC100117,MARIAN CLARKE,04/05/1966,TD9E 0SQ,South West,Kestrel Bank,Personal Loan,10874.56,10874.56,15.68,2023-05-11,Disputed,None,N,N,Sian P.
DC100745,Rachel Graham,31/05/1961,HS6 5BG,South West,Leeds City Council,Mobile Phone Contract,5488.88,5376.39,10.96,11/10/2023,Closed,None,N,N,Simon S.
DC100048,Aimee Clark,2005-03-03,TD5 9ZE,London,Summit Consumer Credit,Overdraft,579.87,579.87,23.7,2024-07-17,Closed,None,N,Y,Ben A.
DC100966,Josephine Kirby,1941-01-24,SE24 7ZP,Wales,Leeds City Council,Personal Loan,7452.88,7452.88,9.69,14/07/2023,Disputed,None,Y,N,Lewis Q.
DC100681,Bryan Howell,04/10/1966,W52 5BW,North East,Northbridge Finance,Store Card,14210.3,14210.3,,2025-03-27,In Arrangement,None,N,N,Elizabeth M.
DC100029,Frederick King,1964-10-09,,North East,Northbridge Finance,Rent Arrears,13212.65,9536.14,,30/11/2024,Closed,None,N,Y,Antony P.
DC101195,Anna Lowe,2008-08-18,HP74 2HD,North East,Summit Consumer Credit,Rent Arrears,5667.23,103.56,23.29,28-04-2023,On Hold,None,N,N,Amber C.
DC100995,Ellie Rogers,2003-08-23,SL8E 1JH,Scotland,Kestrel Bank,Store Card,9920.3,8333.47,14.18,2024-06-16,Written Off,None,N,Y,Mohammad K.
DC100722,Terry Norris,2007-10-09,L1S 3BH,North East,Aurora Credit Ltd,Mobile Phone Contract,8324.16,480.39,23.83,02/06/2024,In Arrangement,None,N,Y,Patrick H.
DC100049,Raymond Whitehead,2003-11-20,IV31 1NZ,Midlands,Aurora Credit Ltd,Store Card,3941.6,3904.56,29.53,2024-12-22,On Hold,None,N,Unknown,Trevor C.
DC100181,Francesca Evans,1958-07-05,LL17 3QP,South East,Meridian Telecom,Store Card,8018.1,4705.76,25.79,2024-09-23,Open,,N,Y,Amy T.
DC100189,Ronald Barlow,16/03/1998,OL1 3HY,Midlands,Aurora Credit Ltd,Utility Arrears,4186.72,2571.84,1.75,2025-03-31,Written Off,None,N,Y,Alice D.
DC100134,Patricia McLean,1959-09-03,G7 8EL,London,Leeds City Council,Credit Card,6322.11,1012.22,16.07,26/06/2026,Open,None,N,N,Elliot C.
DC100602,Irene Hawkins,2006-11-11,SN8M 5AL,London,Pinnacle Retail Finance,Mobile Phone Contract,10097.67,10097.67,24.61,2024-05-13,On Hold,None,N,N,Debra M.
DC100238,Alexandra Patel,1974-11-11,L80 1TN,Midlands,Leeds City Council,Credit Card,7302.53,7302.53,,2026-04-03,Closed,None,N,N,Graeme M.
DC100686,Ann Carter,15-06-1996,,East Anglia,Meridian Telecom,Credit Card,3320.68,3320.68,10.1,2025-10-30,In Arrangement,None,N,N,Carl F.
DC100977,Robert Martin,31/01/1972,W3U 7WE,Yorkshire,Summit Consumer Credit,Rent Arrears,8738.04,6246.92,6.71,06/09/2023,Open,None,N,N,Rachael B.
DC100039,Gerald Jarvis,2005-11-12,L1 2TW,North West,Northbridge Finance,Utility Arrears,6463.31,2943.63,17.79,2024-10-01,On Hold,None,N,Unknown,Yvonne W.
DC100982,Mohamed Greenwood,17/04/1988,B2C 0JQ,London,Aurora Credit Ltd,Credit Card,647.26,647.26,19.83,2024-12-12,Open,None,N,Y,Lynne E.
DC100140,Roger Wade,14/04/2004,M1E 8LF,Scotland,Aurora Credit Ltd,Mobile Phone Contract,6502.82,28.0,11.12,09/08/2023,On Hold,None,N,Y,Kayleigh S.
DC100139,Georgia Ward,2000-06-03,PE2E 8BE,East Anglia,Kestrel Bank,Store Card,6530.2,6530.2,26.74,2025-10-11,Legal Action,None,N,Y,Maureen G.
DC100738,Justin Wilkinson,01/18/1959,,Scotland,Vantage Home Finance,Store Card,5159.98,581.67,4.38,06-08-2026,Closed,None,N,Y,Sarah Y.
DC101127,Gavin Wilson,21/02/1974,N8 6HF,Yorkshire,Summit Consumer Credit,Store Card,13334.61,6995.67,15.16,2024-02-02,Open,None,N,N,Paula B.
DC100532,Caroline Foster,1961-12-09,DT86 6HD,North West,Leeds City Council,Utility Arrears,4356.49,614.22,5.88,2026-07-18,Written Off,None,N,Y,Alice S.
DC100211,Patrick Lewis,28-02-1969,KW27 8GU,North East,Hallgate Bank,Store Card,9666.45,6991.94,9.13,2023-04-06,In Arrangement,None,N,Y,Gerard D.
DC100256,Brandon Howard,07/10/1950,E85 5RY,South West,Vantage Home Finance,Council Tax,6602.19,1994.72,29.81,2025-06-25,Disputed,None,N,Y,Oliver H.
DC101023,Jeffrey Elliott,13/03/1961,SG98 2PS,London,Pinnacle Retail Finance,Utility Arrears,3986.15,3986.15,26.13,03/07/2025,Open,None,N,N,Karen A.
DC100412,Francesca Cooper,2007-05-08,CB5R 2HW,Wales,Vantage Home Finance,Mobile Phone Contract,11311.6,7974.13,13.98,2024-09-17,Open,None,N,N,Clare M.
DC100699,Glenn Watkins,1996-04-08,JE6W 5PE,,Aurora Credit Ltd,Catalogue Debt,1460.24,601.42,9.54,2026-05-29,Closed,None,N,N,Paul M.
DC100800,Max Shaw,1958-09-16,SK30 0AA,North East,Northbridge Finance,Rent Arrears,2759.52,653.38,0.78,2026-01-02,Written Off,None,N,Y,Carl P.
DC100146,Karl Miller,09/08/1974,WS47 1RW,South West,Yorkshire Utilities Group,Credit Card,8858.59,,27.65,2024-09-26,In Arrangement,None,N,N,Clare M.
DC100580,Harriet Pickering,1943-06-22,SK32 8WD,North West,Leeds City Council,Mobile Phone Contract,8731.51,8514.17,18.83,23/01/2024,Closed,None,N,N,Gregory J.
DC100810,Ashley Lloyd,1990-03-17,FY7 1QX,Wales,Northbridge Finance,Council Tax,8853.44,5891.18,9.98,27-05-2026,In Arrangement,None,N,N,Naomi H.
DC100776,Jade Jones,02/08/1985,DA05 3LE,,Pinnacle Retail Finance,Council Tax,14942.61,14942.61,24.58,2024-04-22,In Arrangement,None,N,N,Stuart H.
DC100263,Hilary O'Brien,23/03/2001,N3 6XX,,Vantage Home Finance,Utility Arrears,13494.85,1220.44,16.66,2023-05-03,On Hold,None,N,Y,Arthur B.
DC101095,Lee Brooks,1988-05-10,HR04 1PX,North West,Hallgate Bank,Personal Loan,1263.92,676.46,1.71,2023-10-02,On Hold,None,N,N,Ryan C.
DC100323,Francesca Bailey,1986-03-18,PO9H 5RE,North West,Hallgate Bank,Credit Card,10053.28,2014.92,16.47,2024-06-19,On Hold,None,N,Y,Emma S.
DC101157,Sylvia Skinner,1968-10-28,L24 6AQ,Yorkshire,Summit Consumer Credit,Rent Arrears,2112.44,2112.44,22.79,2024-11-29,In arrangement,None,N,N,Darren D.
DC100038,Liam Murphy,23-12-2000,SN6R 3FA,South West,Hallgate Bank,Store Card,4079.99,4079.99,6.92,22/12/2024,In Arrangement,None,N,N,Kenneth M.
DC100773,Amelia Wells,09/10/1972,TN04 2BB,Yorkshire,Vantage Home Finance,Personal Loan,11866.65,7674.87,4.85,2025-07-20,Open,Physical Health,N,N,Rachael M.
DC100419,Jason Holmes,17/02/1973,W5C 7UF,East Anglia,Yorkshire Utilities Group,Rent Arrears,6568.18,1906.93,13.72,2024-09-08,In Arrangement,Bereavement,N,,Ben O.
DC100717,Jake Blake,1984-05-03,B99 4EY,London,Hallgate Bank,Rent Arrears,600.96,41.44,0.67,2026-04-13,Open,None,N,Y,Jeremy C.
DC100295,Russell Booth,1983-08-02,CB8M 6EW,,Hallgate Bank,Utility Arrears,12352.6,2005.89,21.96,25/11/2023,Closed,None,N,N,Marian H.
DC101049,Michael Taylor,08/02/1973,,North East,Hallgate Bank,Mobile Phone Contract,8632.93,6935.75,,10/06/2024,In Arrangement,None,N,Y,Diana R.
DC100798,Andrew Richards,08/09/1968,E7J 4SH,Yorkshire,Aurora Credit Ltd,Mobile Phone Contract,321.21,312.43,22.19,31/08/2024,Open,None,N,Y,Francis O.
DC100099,Melissa O'Sullivan,1951-03-31,N8 1LY,Wales,Yorkshire Utilities Group,Council Tax,4183.58,3726.62,,2024-08-11,Open,None,N,N,Eric G.
DC100787,Francis McCarthy,27/02/1972,LL87 1GE,East Anglia,Vantage Home Finance,Rent Arrears,4349.78,827.72,18.76,2023-02-01,In Arrangement,None,N,Y,Patricia R.
DC100850,Thomas Nelson,1983-02-17,B2 8EJ,North East,Leeds City Council,Overdraft,12777.58,12777.58,0.19,2023-07-05,Closed,None,N,N,Dennis W.
DC100173,Louis Hall,09/04/1951,TA1A 9AJ,London,Hallgate Bank,Council Tax,6730.19,6730.19,12.17,2023-06-17,Closed,None,N,N,Russell R.
DC101081,Joyce Richards,1971-04-20,LU9M 7UF,Yorkshire,Kestrel Bank,Catalogue Debt,10787.32,6835.53,8.77,2025-08-26,Legal Action,None,N,Y,Sandra W.
DC100335,Stewart Jones,,M2 4DD,South East,Aurora Credit Ltd,Store Card,12545.92,234.59,4.06,2025-04-01,Disputed,None,N,N,Jack B.
DC100692,Jacqueline Simmons,31/07/1980,L6C 4NW,Midlands,Northbridge Finance,Council Tax,3001.54,2160.37,7.87,2026-04-02,On Hold,None,N,Y,Stacey S.
DC100020,Bethan Andrews,2008-05-30,LU2H 3BY,Wales,Pinnacle Retail Finance,Credit Card,14508.3,10458.67,29.01,24/11/2024,Closed,,N,Unknown,Joanna L.
DC101064,George Adams,09/07/1962,S8S 4PF,Scotland,Northbridge Finance,Utility Arrears,2410.28,2410.28,11.69,14/10/2024,Closed,Mental Health,Y,Y,Lucy M.
DC100663,Emma Abbott,1956-07-27,W0 8AG,South West,Leeds City Council,Mobile Phone Contract,8586.07,5045.83,7.88,21-04-2025,In Arrangement,None,N,Unknown,Toby T.
DC100344,Simon Ball,1950-09-16,S99 4DH,North West,Summit Consumer Credit,Council Tax,9280.19,5908.38,1.42,2023-05-17,Disputed,None,N,Y,Lucy J.
DC100443,Timothy Reynolds,1985-07-14,M3F 3NL,Wales,Yorkshire Utilities Group,Council Tax,14810.21,7896.76,22.52,12/12/2023,OPEN,None,N,Y,Stacey N.
DC100780,Kieran Brown,08-11-1994,M2 7DD,,Vantage Home Finance,Personal Loan,8924.18,3916.02,0.5,2024-08-03,Open,None,N,N,Dale Y.
DC100775,Zoe Patel,2005-05-24,PR03 2XZ,,Pinnacle Retail Finance,Mobile Phone Contract,3106.83,2976.45,25.04,2025-08-19,Open,None,N,N,Martin W.
DC100056,Alex Saunders,1991-03-28,DE3H 4YW,Yorkshire,Northbridge Finance,Mobile Phone Contract,12743.29,6948.69,3.77,2026-06-12,In Arrangement,None,N,Y,Jodie B.
DC100200,Lynne Ryan,15/07/2008,B7T 7ND,Wales,Northbridge Finance,Credit Card,13908.3,8518.07,6.07,2023-06-05,closed,None,N,N,Michelle D.
DC100190,Keith Richardson,15/10/1959,BD2N 3YF,North East,Aurora Credit Ltd,Overdraft,577.92,182.35,1.89,11/06/2024,closed,None,N,Y,Patricia M.
DC100735,Billy Pritchard,15/11/1940,DN48 7ZU,North East,Summit Consumer Credit,Store Card,5221.02,854.55,26.05,2025-03-12,On Hold,None,N,N,Kevin E.
DC100035,Dorothy Miles,1968-02-01,,East Anglia,Summit Consumer Credit,Catalogue Debt,8107.58,8107.58,24.9,2023-11-18,Open,None,N,Y,Carol F.
DC100935,HENRY JOHNSON,2006-10-05,LN9X 7GU,Yorkshire,Pinnacle Retail Finance,Council Tax,11843.71,5077.19,,2025-12-12,On Hold,None,N,N,Eileen B.
DC100013,Stacey Miller,1949-06-14,G4J 3XH,Yorkshire,Northbridge Finance,Store Card,4556.11,142.56,25.5,2024-08-01,In Arrangement,None,N,Unknown,Graeme M.
DC100201,Bradley Parkinson,07/03/1957,,North West,Kestrel Bank,Utility Arrears,3067.57,3067.57,3.57,20-04-2025,Closed,,N,Y,Joanne W.
DC100863,Marian Lyons,1998-10-03,KW61 2WN,East Anglia,Yorkshire Utilities Group,Overdraft,13996.18,11225.62,6.23,11/11/2025,In Arrangement,None,Y,Y,Oliver H.
DC101121,Guy Lee,1966-03-23,RM56 5ZB,Scotland,Summit Consumer Credit,Mobile Phone Contract,8653.1,4771.01,11.32,27/10/2022,Open,None,N,Y,Carly B.
DC100382,Malcolm Edwards,1990-03-02,B73 6NU,East Anglia,Vantage Home Finance,Rent Arrears,2002.53,1405.85,6.99,2023-08-20,Closed,,N,N,Christine H.
DC100942,Anna Saunders,02-02-1956,G44 4DU,Yorkshire,Kestrel Bank,Credit Card,1130.68,29.47,18.96,2023-06-17,In Arrangement,None,N,Y,Owen W.
DC101065,Iain Curtis,1969-09-17,W0 1PX,North East,Northbridge Finance,Credit Card,14568.44,14568.44,4.77,04-06-2024,On Hold,None,N,N,Pamela J.
DC100818,Jack Graham,1998-12-09,GL26 8WB,North West,Summit Consumer Credit,Catalogue Debt,11428.5,2902.62,23.43,04-08-2026,Written Off,None,N,N,Tom B.
DC100673,Robin Edwards,2001-06-04,,Wales,Yorkshire Utilities Group,Catalogue Debt,9873.84,870.21,13.39,2024-10-21,In Arrangement,None,N,Unknown,Lee A.
DC100593,Rebecca Coles,1995-02-08,L4T 7FG,Yorkshire,Leeds City Council,Catalogue Debt,4241.55,3398.82,3.52,2026-01-11,Open,None,N,N,Marc P.
DC100439,Roger Tyler,1967-03-19,SO5 4SD,Wales,Northbridge Finance,Overdraft,11314.21,11232.45,29.51,01/19/2025,In arrangement,None,N,Unknown,Jean S.
DC100147,ROBIN JACKSON,1944-01-12,W4J 1SF,South East,Kestrel Bank,Catalogue Debt,7521.73,4913.91,3.53,2023-10-28,Legal Action,None,N,Y,Arthur W.
DC100864,Dale Barnett,24/06/1977,WA4 5DG,South East,Northbridge Finance,Mobile Phone Contract,1487.99,1454.2,4.49,23/10/2022,Closed,None,N,Y,Gerard T.
DC100668,Lisa Harrison,1943-09-10,M84 3US,South West,Hallgate Bank,Utility Arrears,1548.3,923.48,5.47,2026-03-11,In Arrangement,None,N,Y,Andrea O.
DC101105,Katie Brown,1991-05-02,N9S 9LP,East Anglia,Meridian Telecom,Mobile Phone Contract,4162.81,3489.72,18.29,2023-01-25,Closed,None,N,Unknown,Barbara E.
DC100658,Georgia Fox,20/04/1978,HR15 6SH,Scotland,Pinnacle Retail Finance,Mobile Phone Contract,14197.35,12794.59,28.87,2024-07-22,Written Off,None,N,N,Jennifer P.
DC101036,Carolyn Marshall,1994-09-29,E19 3US,South East,Summit Consumer Credit,Overdraft,7518.41,4668.07,6.25,10/09/2025,On Hold,None,N,N,Emily G.
DC100055,Elaine Fisher,02/05/1964,N5T 4NL,Yorkshire,Pinnacle Retail Finance,Council Tax,6311.04,5686.11,28.42,2026-08-17,Closed,Physical Health,N,Y,Dale O.
DC100466,Carl Smart,29/11/1991,,South East,Meridian Telecom,Utility Arrears,252.62,252.62,8.06,03/05/2024,Closed,None,N,N,Jemma P.
DC100339,Dale Collins,1965-11-04,N67 0BP,North West,Aurora Credit Ltd,Rent Arrears,14585.28,9004.47,23.7,11/21/2022,Open,None,N,N,Timothy C.
DC101181,Fiona Berry,1981-06-17,S5 3DG,Midlands,Hallgate Bank,Overdraft,4431.5,4431.5,29.53,2025-11-23,Open,None,N,Y,Colin R.
DC100309,Rita Dean,2001-09-16,SW6B 9HH,,Yorkshire Utilities Group,Catalogue Debt,9340.98,1282.23,,2024-08-25,Disputed,None,N,Y,Trevor B.
DC100957,Jacqueline Holmes,05/07/1941,JE6A 6LE,South West,Yorkshire Utilities Group,Council Tax,13588.32,13588.32,3.33,13-04-2025,Closed,None,N,N,Rachael G.
DC100328,Thomas Hart,08/10/1982,B1F 4NZ,North West,Pinnacle Retail Finance,Rent Arrears,8778.83,3813.75,0.52,2025-09-06,In Arrangement,None,N,N,Nicholas W.
DC100538,Leanne Smith,1964-02-02,B0G 6TP,,Northbridge Finance,Utility Arrears,12352.04,3936.34,22.26,2026-02-02,In Arrangement,None,N,N,Nicola W.
DC100756,ANDREW POWELL,2007-04-12,E6S 9XH,North East,Kestrel Bank,Store Card,1133.49,1133.49,20.02,2025-10-08,Disputed,None,N,Y,Angela Q.
DC100416,Hugh Patterson,1949-09-06,L2E 6FY,South West,Summit Consumer Credit,Catalogue Debt,7572.03,2583.21,0.69,11/04/2025,Open,None,N,Unknown,Charles S.
DC100688,Karl Burgess,1999-04-25,LU6 6QR,North West,Pinnacle Retail Finance,Mobile Phone Contract,1120.58,1096.53,4.5,01/08/2025,Legal Action,None,N,N,Wendy B.
DC100932,Lydia O'Neill,2001-11-27,B57 6HZ,Wales,Northbridge Finance,Personal Loan,8605.51,3634.89,21.44,11/04/2025,Closed,None,N,Y,Yvonne H.
DC100871,Mark Wilson,1991-07-21,,Yorkshire,Leeds City Council,Mobile Phone Contract,6876.5,5181.42,28.52,2026-03-15,Open,None,N,Y,Malcolm W.
DC100100,Chelsea Simpson,1996-05-17,NW0W 0GL,,Northbridge Finance,Personal Loan,13194.23,13194.23,6.94,2025-02-15,OPEN,None,N,N,Rita C.
DC100468,Tracy Brown,10/10/2003,HD8X 1XQ,Midlands,Kestrel Bank,Mobile Phone Contract,11167.11,11167.11,22.94,2024-06-24,OPEN,None,N,N,Ann M.
DC100752,Janet Matthews,1959-03-09,L90 8WL,Midlands,Aurora Credit Ltd,Catalogue Debt,7058.29,830.17,10.48,2023-06-11,Closed,None,N,N,Leon D.
DC101158,James Clark,1986-01-02,M2 3UH,,Leeds City Council,Council Tax,10777.23,4316.44,,2025-01-05,In Arrangement,None,N,N,Roy A.
DC100562,Joyce Wright,1962-12-31,S5 6RY,South East,Yorkshire Utilities Group,Store Card,3046.1,1293.85,29.07,2023-10-29,Closed,None,N,Y,Francis B.
DC100881,Hilary Barker,1982-01-24,N4W 7TA,,Aurora Credit Ltd,Utility Arrears,12655.46,12655.46,14.94,17/03/2023,In Arrangement,None,N,Y,Chloe B.
DC100016,Sheila Daniels,03/05/2004,EH76 1ES,Scotland,Vantage Home Finance,Council Tax,13190.19,9701.83,6.09,2024-12-16,Written Off,None,N,Y,Owen D.
DC100107,Linda Nicholson,1998-02-23,S8B 4PJ,South West,Hallgate Bank,Overdraft,11569.24,2709.2,20.41,04/09/2023,In Arrangement,None,N,N,Brett M.
DC100647,Declan Baker,1957-06-13,M10 6EP,North East,Pinnacle Retail Finance,Council Tax,656.59,656.59,24.43,28/06/2023,Closed,None,N,N,Rhys R.
DC100175,William Davidson,2008-04-12,OX5W 3NF,Scotland,Aurora Credit Ltd,Catalogue Debt,2787.12,360.99,,22/08/2023,Closed,None,N,N,Irene B.
DC100423,Mitchell Hall,1969-06-13,G7 1WE,North West,Kestrel Bank,Catalogue Debt,2232.8,400.95,22.17,14-02-2025,Open,None,N,N,Jeremy M.
DC100548,Marc Carroll,1957-10-22,TA8E 8GY,North West,Summit Consumer Credit,Store Card,675.13,12.79,8.09,09/27/2024,In Arrangement,None,N,Y,Dawn D.
DC100845,Kirsty Bennett,30/01/1972,CB28 5WQ,South East,Kestrel Bank,Store Card,9703.18,8644.52,15.82,2023-06-10,Written Off,None,N,N,Jade N.
DC100444,Chloe Davies,1959-04-06,B9 3XQ,Wales,Hallgate Bank,Personal Loan,3975.78,2082.11,9.95,04/05/2023,Open,None,N,N,Georgina N.
DC100840,John Morley,1987-05-04,M98 4UN,Wales,Vantage Home Finance,Catalogue Debt,12256.11,8650.81,24.83,2024-07-19,In Arrangement,None,N,Unknown,Gary R.
DC101030,Roger Thomson,1999-02-17,,Wales,Vantage Home Finance,Personal Loan,12662.42,12662.42,8.95,2023-08-10,Closed,None,N,N,Joanne D.
DC100067,Annette Hughes,1985-10-11,B7B 4PE,South East,Pinnacle Retail Finance,Utility Arrears,2646.77,2646.77,4.38,16/04/2024,Disputed,Mental Health,N,N,Sophie T.
DC101106,Catherine Middleton,1961-02-20,L3K 0QS,,Aurora Credit Ltd,Council Tax,2526.79,236.47,10.22,2024-08-20,In Arrangement,None,N,Y,Natalie S.
DC100333,Gordon Stephens,1971-05-14,SM9 9YQ,Midlands,Pinnacle Retail Finance,Credit Card,11355.07,2471.19,,2025-02-18,Open,Financial Hardship,N,Unknown,Guy H.
DC100087,Leon Turner,1948-08-14,G6H 8SY,East Anglia,Kestrel Bank,Utility Arrears,7067.62,7067.62,27.23,22-08-2023,Legal Action,None,N,Y,Dean Y.
DC100886,Jemma Pugh,21-12-1959,N5G 7NZ,,Vantage Home Finance,Utility Arrears,14980.86,13288.83,26.11,2022-10-26,In arrangement,None,N,Y,Robert W.
DC100212,Guy Gray,04/11/1982,W2 6XW,East Anglia,Vantage Home Finance,Overdraft,1285.47,1285.47,6.36,10-02-2026,Disputed,None,Y,Y,Hilary H.
DC100320,Callum Walsh,02/04/1998,SO20 5ZB,Scotland,Vantage Home Finance,Utility Arrears,4995.65,2031.44,9.16,09/29/2022,Legal Action,None,N,Y,Kayleigh R.
DC101183,Maria Rice,2000-01-03,G4J 6GJ,Scotland,Vantage Home Finance,Mobile Phone Contract,5910.8,5618.36,13.98,2025-02-25,In arrangement,None,N,N,Andrew M.
DC100793,Dorothy Whitehead,22/07/1950,SW5A 7FU,South West,Kestrel Bank,Personal Loan,10902.32,6905.07,4.76,2025-04-28,Written Off,None,N,Y,Elliott C.
DC100492,Liam Jones,1973-08-30,L97 6QF,South West,Pinnacle Retail Finance,Utility Arrears,275.91,275.91,2.91,2026-03-18,Closed,None,N,N,Clare P.
DC100841,Stephen Price,1955-07-02,B7 0SQ,Midlands,Pinnacle Retail Finance,Overdraft,13752.56,11186.31,17.21,2025-12-15,In Arrangement,Bereavement,N,N,Irene L.
DC100868,Callum Dixon,07/24/1943,L5G 4JA,North East,Vantage Home Finance,Store Card,630.89,630.89,26.7,2022-11-10,Closed,Mental Health,N,Y,William P.
DC100741,James Perkins,1956-10-21,KW9 6UN,East Anglia,Pinnacle Retail Finance,Council Tax,11313.14,816.23,28.9,18/05/2025,Open,None,N,N,Lawrence J.
DC100103,Diane Jones,1970-10-13,E5G 4YU,East Anglia,Northbridge Finance,Catalogue Debt,4022.66,3075.24,20.71,2023-10-16,OPEN,None,N,Y,Kerry K.
DC100062,Charlene Wright,12-07-1960,GL7B 4YH,,Summit Consumer Credit,Credit Card,12137.24,1879.39,19.67,2023-08-18,Written Off,None,N,Y,Diane C.
DC101032,Joseph Howard,17-08-1968,L62 6YH,Wales,Aurora Credit Ltd,Catalogue Debt,8115.18,1822.99,10.06,14/04/2023,In Arrangement,,Y,N,Frederick L.
DC100515,,20/11/1968,E2D 7WP,South East,Yorkshire Utilities Group,Personal Loan,5380.96,5380.96,11.11,2025-12-29,Closed,None,N,Y,Gary B.
DC100823,Amy Todd,28/02/1986,W74 7JD,,Northbridge Finance,Credit Card,8190.8,6220.09,4.91,10/06/2024,Closed,None,N,Y,Arthur M.
DC100542,Kayleigh Cook,05-05-1947,KA5 3JJ,North East,Pinnacle Retail Finance,Council Tax,12802.66,12802.66,24.18,2024-01-27,Open,Bereavement,N,Y,Eileen W.
DC101126,Charlotte Davey,20-04-1986,ME0 8DB,London,Northbridge Finance,Overdraft,3534.22,3534.22,13.16,18/10/2022,Closed,None,N,N,Marc W.
DC100909,Michelle Long,16/03/1993,,Scotland,Meridian Telecom,Rent Arrears,3772.93,213.53,5.83,30/09/2023,Written Off,None,N,N,Alexander P.
DC100199,Annette Thorpe,1962-02-01,GY7 5RL,Yorkshire,Pinnacle Retail Finance,Store Card,3870.83,621.73,25.95,2026-07-02,Open,None,N,N,Lisa O.
DC100527,Katy Lewis,1944-10-01,BH1 0EE,,Leeds City Council,Council Tax,164.95,20.91,5.0,2023-03-10,Open,None,N,Y,Mandy M.
DC100098,Suzanne Howard,09/10/2005,CM6N 0NZ,South East,Kestrel Bank,Catalogue Debt,4423.67,1886.8,,2024-12-02,On Hold,None,N,Y,Graeme P.
